"Country","Country_code","Year","Sex","Age_standardised_rate","Data_flag","Source","Male_female_gap"
"Ireland","IE",2018,"Total",277.91,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",115.04
"Ireland","IE",2019,"Females",209.38,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",105.3
"Ireland","IE",2019,"Males",314.68,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",105.3
"Ireland","IE",2019,"Total",258.41,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",105.3
"Ireland","IE",2020,"Females",200.4,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",94.11
"Ireland","IE",2020,"Males",294.51,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",94.11
"Ireland","IE",2020,"Total",245.3,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",94.11
"Ireland","IE",2021,"Females",203.55,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",94.06
"Ireland","IE",2021,"Males",297.61,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",94.06
"Ireland","IE",2021,"Total",248.17,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",94.06
"Ireland","IE",2022,"Females",221.56,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",95.79
"Ireland","IE",2022,"Males",317.35,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",95.79
"Ireland","IE",2022,"Total",266.5,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",95.79
"Ireland","IE",2023,"Females",203.09,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",102.97
"Ireland","IE",2023,"Males",306.06,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",102.97
"Ireland","IE",2023,"Total",250.46,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",102.97
"Italy","IT",2015,"Females",283.52,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",109.07
"Italy","IT",2015,"Males",392.59,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",109.07
"Italy","IT",2015,"Total",328.87,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",109.07
"Italy","IT",2016,"Females",253.49,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",103.3
"Italy","IT",2016,"Males",356.79,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",103.3
"Italy","IT",2016,"Total",296.22,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",103.3
"Italy","IT",2017,"Females",260.5,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",102.91
"Italy","IT",2017,"Males",363.41,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",102.91
"Italy","IT",2017,"Total",303.39,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",102.91
"Italy","IT",2018,"Females",241.62,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",96.75
"Italy","IT",2018,"Males",338.37,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",96.75
"Italy","IT",2018,"Total",282.29,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",96.75
"Italy","IT",2019,"Females",231.98,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",92.55
"Italy","IT",2019,"Males",324.53,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",92.55
"Italy","IT",2019,"Total",270.74,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",92.55
"Italy","IT",2020,"Females",241.3,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",93.72
"Italy","IT",2020,"Males",335.02,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",93.72
"Italy","IT",2020,"Total",281.14,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",93.72
"Italy","IT",2021,"Females",229.09,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",88.61
"Italy","IT",2021,"Males",317.7,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",88.61
"Italy","IT",2021,"Total",266.89,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",88.61
"Italy","IT",2022,"Females",232.87,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",86.9
"Italy","IT",2022,"Males",319.77,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",86.9
"Italy","IT",2022,"Total",270.3,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",86.9
"Italy","IT",2023,"Females",211.77,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",82.41
"Italy","IT",2023,"Males",294.18,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",82.41
"Italy","IT",2023,"Total",247.39,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",82.41
"Latvia","LV",2015,"Females",731.11,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",377.19
"Latvia","LV",2015,"Males",1108.3,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",377.19
"Latvia","LV",2015,"Total",875.77,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",377.19
"Latvia","LV",2016,"Females",696.06,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",418.57
"Latvia","LV",2016,"Males",1114.63,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",418.57
"Latvia","LV",2016,"Total",848.55,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",418.57
"Latvia","LV",2017,"Females",677,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",420.47
"Latvia","LV",2017,"Males",1097.47,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",420.47
"Latvia","LV",2017,"Total",832.19,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",420.47
"Latvia","LV",2018,"Females",670.89,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",386.01
"Latvia","LV",2018,"Males",1056.9,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",386.01
"Latvia","LV",2018,"Total",818.3,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",386.01
"Latvia","LV",2019,"Females",630.06,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",374.16
"Latvia","LV",2019,"Males",1004.22,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",374.16
"Latvia","LV",2019,"Total",770.59,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",374.16
"Latvia","LV",2020,"Females",637.97,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",383.93
"Latvia","LV",2020,"Males",1021.9,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",383.93
"Latvia","LV",2020,"Total",783.53,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",383.93
"Latvia","LV",2021,"Females",693.59,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",433.45
"Latvia","LV",2021,"Males",1127.04,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",433.45
"Latvia","LV",2021,"Total",859.46,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",433.45
"Latvia","LV",2022,"Females",644.3,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",423.13
"Latvia","LV",2022,"Males",1067.43,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",423.13
"Latvia","LV",2022,"Total",806.15,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",423.13
"Latvia","LV",2023,"Females",578,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",385.75
"Latvia","LV",2023,"Males",963.75,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",385.75
"Latvia","LV",2023,"Total",725.96,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",385.75
"Liechtenstein","LI",2015,"Females",205.97,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",71.1
"Liechtenstein","LI",2015,"Males",277.07,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",71.1
"Liechtenstein","LI",2015,"Total",231.74,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",71.1
"Liechtenstein","LI",2016,"Females",260.27,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",225.58
"Liechtenstein","LI",2016,"Males",485.85,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",225.58
"Liechtenstein","LI",2016,"Total",353.35,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",225.58
"Liechtenstein","LI",2017,"Females",280.31,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",-5.41000000000003
"Liechtenstein","LI",2017,"Males",274.9,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",-5.41000000000003
"Liechtenstein","LI",2017,"Total",291.96,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",-5.41000000000003
"Liechtenstein","LI",2018,"Females",296.17,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",151.62
"Liechtenstein","LI",2018,"Males",447.79,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",151.62
"Liechtenstein","LI",2018,"Total",361.37,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",151.62
"Liechtenstein","LI",2019,"Females",295.35,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",72.54
"Liechtenstein","LI",2019,"Males",367.89,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",72.54
"Liechtenstein","LI",2019,"Total",322.12,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",72.54
"Liechtenstein","LI",2020,"Females",182.72,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",104.64
"Liechtenstein","LI",2020,"Males",287.36,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",104.64
"Liechtenstein","LI",2020,"Total",223.2,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",104.64
"Liechtenstein","LI",2021,"Females",234.88,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",55.13
"Liechtenstein","LI",2021,"Males",290.01,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",55.13
"Liechtenstein","LI",2021,"Total",266.61,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",55.13
"Liechtenstein","LI",2022,"Females",201.97,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",9.27000000000001
"Liechtenstein","LI",2022,"Males",211.24,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",9.27000000000001
"Liechtenstein","LI",2022,"Total",206.38,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",9.27000000000001
"Liechtenstein","LI",2023,"Females",141.64,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",86.28
"Liechtenstein","LI",2023,"Males",227.92,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",86.28
"Liechtenstein","LI",2023,"Total",175.41,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",86.28
"Lithuania","LT",2015,"Females",732.5,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",372.03
"Lithuania","LT",2015,"Males",1104.53,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",372.03
"Lithuania","LT",2015,"Total",876.25,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",372.03
"Lithuania","LT",2016,"Females",697.08,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",397.66
"Lithuania","LT",2016,"Males",1094.74,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",397.66
"Lithuania","LT",2016,"Total",845.99,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",397.66
"Lithuania","LT",2017,"Females",676.09,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",367.59
"Lithuania","LT",2017,"Males",1043.68,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",367.59
"Lithuania","LT",2017,"Total",814.23,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",367.59
"Lithuania","LT",2018,"Females",648.45,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",361.36
"Lithuania","LT",2018,"Males",1009.81,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",361.36
"Lithuania","LT",2018,"Total",782.24,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",361.36
"Lithuania","LT",2019,"Females",600.31,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",351.66
"Lithuania","LT",2019,"Males",951.97,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",351.66
"Lithuania","LT",2019,"Total",731.73,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",351.66
"Lithuania","LT",2020,"Females",644.06,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",393.11
"Lithuania","LT",2020,"Males",1037.17,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",393.11
"Lithuania","LT",2020,"Total",793.47,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",393.11
"Lithuania","LT",2021,"Females",653.58,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",387.69
"Lithuania","LT",2021,"Males",1041.27,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",387.69
"Lithuania","LT",2021,"Total",800.68,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",387.69
"Lithuania","LT",2022,"Females",649.18,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",346.37
"Lithuania","LT",2022,"Males",995.55,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",346.37
"Lithuania","LT",2022,"Total",784.45,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",346.37
"Lithuania","LT",2023,"Females",536.55,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",315.61
"Lithuania","LT",2023,"Males",852.16,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",315.61
"Lithuania","LT",2023,"Total",658.51,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",315.61
"Luxembourg","LU",2015,"Females",243.72,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",101.97
"Luxembourg","LU",2015,"Males",345.69,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",101.97
"Luxembourg","LU",2015,"Total",290.97,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",101.97
"Luxembourg","LU",2016,"Females",251.49,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",108.65
"Luxembourg","LU",2016,"Males",360.14,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",108.65
"Luxembourg","LU",2016,"Total",298.15,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",108.65
"Luxembourg","LU",2017,"Females",236.35,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",108.55
"Luxembourg","LU",2017,"Males",344.9,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",108.55
"Luxembourg","LU",2017,"Total",281.93,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",108.55
"Luxembourg","LU",2018,"Females",212.33,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",123.64
"Luxembourg","LU",2018,"Males",335.97,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",123.64
"Luxembourg","LU",2018,"Total",263.39,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",123.64
"Luxembourg","LU",2019,"Females",195.6,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",108.32
"Luxembourg","LU",2019,"Males",303.92,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",108.32
"Luxembourg","LU",2019,"Total",238.62,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",108.32
"Luxembourg","LU",2020,"Females",175.77,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",112.31
"Luxembourg","LU",2020,"Males",288.08,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",112.31
"Luxembourg","LU",2020,"Total",224.43,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",112.31
"Luxembourg","LU",2021,"Females",176.94,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",82.87
"Luxembourg","LU",2021,"Males",259.81,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",82.87
"Luxembourg","LU",2021,"Total",213.17,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",82.87
"Luxembourg","LU",2022,"Females",189.44,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",74.15
"Luxembourg","LU",2022,"Males",263.59,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",74.15
"Luxembourg","LU",2022,"Total",220.28,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",74.15
"Luxembourg","LU",2023,"Females",185.4,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",60.37
"Luxembourg","LU",2023,"Males",245.77,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",60.37
"Luxembourg","LU",2023,"Total",213.14,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",60.37
"Malta","MT",2015,"Females",329.79,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",131.78
"Malta","MT",2015,"Males",461.57,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",131.78
"Malta","MT",2015,"Total",384.85,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",131.78
"Malta","MT",2016,"Females",299.05,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",76.82
"Malta","MT",2016,"Males",375.87,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",76.82
"Malta","MT",2016,"Total",332.74,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",76.82
"Malta","MT",2017,"Females",277.42,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",125.42
"Malta","MT",2017,"Males",402.84,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",125.42
"Malta","MT",2017,"Total",328.6,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",125.42
"Malta","MT",2018,"Females",262.61,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",106.02
"Malta","MT",2018,"Males",368.63,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",106.02
"Malta","MT",2018,"Total",311.22,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",106.02
"Malta","MT",2019,"Females",250.93,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",103.06
"Malta","MT",2019,"Males",353.99,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",103.06
"Malta","MT",2019,"Total",298.92,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",103.06
"Malta","MT",2020,"Females",244.76,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",80.8
"Malta","MT",2020,"Males",325.56,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",80.8
"Malta","MT",2020,"Total",286.04,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",80.8
"Malta","MT",2021,"Females",245.06,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",53.52
"Malta","MT",2021,"Males",298.58,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",53.52
"Malta","MT",2021,"Total",271.79,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",53.52
"Malta","MT",2022,"Females",230.39,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",92.48
"Malta","MT",2022,"Males",322.87,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",92.48
"Malta","MT",2022,"Total",273.78,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",92.48
"Malta","MT",2023,"Females",223.24,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",68.7
"Malta","MT",2023,"Males",291.94,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",68.7
"Malta","MT",2023,"Total",254.35,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",68.7
"Moldova","MD",2022,"Females",630.82,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",438.88
"Moldova","MD",2022,"Males",1069.7,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",438.88
"Moldova","MD",2022,"Total",805.97,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",438.88
"Moldova","MD",2023,"Females",773.32,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",400.96
"Moldova","MD",2023,"Males",1174.28,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",400.96
"Moldova","MD",2023,"Total",738.79,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",400.96
"Netherlands","NL",2015,"Females",233.66,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",98.65
"Netherlands","NL",2015,"Males",332.31,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",98.65
"Netherlands","NL",2015,"Total",275.39,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",98.65
"Netherlands","NL",2016,"Females",225.98,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",89
"Netherlands","NL",2016,"Males",314.98,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",89
"Netherlands","NL",2016,"Total",264.42,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",89
"Netherlands","NL",2017,"Females",217.42,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",85.7
"Netherlands","NL",2017,"Males",303.12,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",85.7
"Netherlands","NL",2017,"Total",254.42,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",85.7
"Netherlands","NL",2018,"Females",208.61,,"https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2",87.92
